sessionDate,seasonName,metric,category,value
20/11/2023,2023/2024,soreness_baseline_composite,soreness,0
20/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753
20/11/2023,2023/2024,subjective_baseline_composite,subjective,0
21/11/2023,2023/2024,bio_baseline_completeness,bio,0
21/11/2023,2023/2024,bio_baseline_composite,bio,
21/11/2023,2023/2024,emboss_baseline_score,total,0.13125
21/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.032258065
21/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,-0.045
21/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
21/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
21/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
21/11/2023,2023/2024,sleep_baseline_composite,sleep,
21/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
21/11/2023,2023/2024,soreness_baseline_composite,soreness,0.095
21/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
21/11/2023,2023/2024,subjective_baseline_composite,subjective,0.14285714285714285
22/11/2023,2023/2024,bio_baseline_completeness,bio,0
22/11/2023,2023/2024,bio_baseline_composite,bio,
22/11/2023,2023/2024,emboss_baseline_score,total,0.1
22/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.096774194
22/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.063333333
22/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.032258065
22/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.11
22/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
22/11/2023,2023/2024,sleep_baseline_composite,sleep,
22/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
22/11/2023,2023/2024,soreness_baseline_composite,soreness,0
22/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194
22/11/2023,2023/2024,subjective_baseline_composite,subjective,0.1111111111111111
23/11/2023,2023/2024,bio_baseline_completeness,bio,0
23/11/2023,2023/2024,bio_baseline_composite,bio,
23/11/2023,2023/2024,emboss_baseline_score,total,0.033148148
23/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.026315789
23/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.885
23/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.026315789
23/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.01
23/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
23/11/2023,2023/2024,sleep_baseline_composite,sleep,
23/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.2631578947368421
23/11/2023,2023/2024,soreness_baseline_composite,soreness,0.028999999999999998
23/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.15789473684210523
23/11/2023,2023/2024,subjective_baseline_composite,subjective,0.017777777777777778
24/11/2023,2023/2024,bio_baseline_completeness,bio,0
24/11/2023,2023/2024,bio_baseline_composite,bio,
24/11/2023,2023/2024,emboss_baseline_score,total,-0.013333333
24/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
24/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
24/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
24/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
24/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
24/11/2023,2023/2024,sleep_baseline_composite,sleep,
24/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.096774194
24/11/2023,2023/2024,soreness_baseline_composite,soreness,0.16
24/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.12903225806451613
24/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.033333333
25/11/2023,2023/2024,bio_baseline_completeness,bio,0
25/11/2023,2023/2024,bio_baseline_composite,bio,
25/11/2023,2023/2024,emboss_baseline_score,total,
25/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
25/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
25/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
25/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
25/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
25/11/2023,2023/2024,sleep_baseline_composite,sleep,
25/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
25/11/2023,2023/2024,soreness_baseline_composite,soreness,
25/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
25/11/2023,2023/2024,subjective_baseline_composite,subjective,
26/11/2023,2023/2024,bio_baseline_completeness,bio,0
26/11/2023,2023/2024,bio_baseline_composite,bio,
26/11/2023,2023/2024,emboss_baseline_score,total,
26/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
26/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
26/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
26/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
26/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
26/11/2023,2023/2024,sleep_baseline_composite,sleep,
26/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
26/11/2023,2023/2024,soreness_baseline_composite,soreness,
26/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
26/11/2023,2023/2024,subjective_baseline_composite,subjective,
27/11/2023,2023/2024,bio_baseline_completeness,bio,0
27/11/2023,2023/2024,bio_baseline_composite,bio,
27/11/2023,2023/2024,emboss_baseline_score,total,
27/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
27/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
27/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
27/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
27/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
27/11/2023,2023/2024,sleep_baseline_composite,sleep,
27/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
27/11/2023,2023/2024,soreness_baseline_composite,soreness,
27/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
27/11/2023,2023/2024,subjective_baseline_composite,subjective,
28/11/2023,2023/2024,bio_baseline_completeness,bio,0
28/11/2023,2023/2024,bio_baseline_composite,bio,
28/11/2023,2023/2024,emboss_baseline_score,total,-0.085454545
28/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
28/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
28/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
28/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
28/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
28/11/2023,2023/2024,sleep_baseline_composite,sleep,
28/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
28/11/2023,2023/2024,soreness_baseline_composite,soreness,0.05
28/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827956989247312
28/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.09
29/11/2023,2023/2024,bio_baseline_completeness,bio,0
29/11/2023,2023/2024,bio_baseline_composite,bio,
29/11/2023,2023/2024,emboss_baseline_score,total,0.001111111
29/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
29/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
29/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
29/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
29/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
29/11/2023,2023/2024,sleep_baseline_composite,sleep,
29/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
29/11/2023,2023/2024,soreness_baseline_composite,soreness,0
29/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194
29/11/2023,2023/2024,subjective_baseline_composite,subjective,0.001111111
30/11/2023,2023/2024,bio_baseline_completeness,bio,0
30/11/2023,2023/2024,bio_baseline_composite,bio,
30/11/2023,2023/2024,emboss_baseline_score,total,-0.013125
30/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
30/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
30/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
30/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
30/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
30/11/2023,2023/2024,sleep_baseline_composite,sleep,
30/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
30/11/2023,2023/2024,soreness_baseline_composite,soreness,0.19
30/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
30/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.025
01/12/2023,2023/2024,bio_baseline_completeness,bio,0
01/12/2023,2023/2024,bio_baseline_composite,bio,
01/12/2023,2023/2024,emboss_baseline_score,total,-0.0575
01/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
01/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
01/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
01/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
01/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
01/12/2023,2023/2024,sleep_baseline_composite,sleep,
01/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
01/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.145
01/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.064516129
01/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.033333333
02/12/2023,2023/2024,bio_baseline_completeness,bio,0
02/12/2023,2023/2024,bio_baseline_composite,bio,
02/12/2023,2023/2024,emboss_baseline_score,total,0.1
02/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
02/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
02/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
02/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
02/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
02/12/2023,2023/2024,sleep_baseline_composite,sleep,
02/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.080645161
02/12/2023,2023/2024,soreness_baseline_composite,soreness,0
02/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
02/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1
03/12/2023,2023/2024,bio_baseline_completeness,bio,0
03/12/2023,2023/2024,bio_baseline_composite,bio,
03/12/2023,2023/2024,emboss_baseline_score,total,
03/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
03/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
03/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
03/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
03/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
03/12/2023,2023/2024,sleep_baseline_composite,sleep,
03/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
03/12/2023,2023/2024,soreness_baseline_composite,soreness,
03/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
03/12/2023,2023/2024,subjective_baseline_composite,subjective,
04/12/2023,2023/2024,bio_baseline_completeness,bio,0
04/12/2023,2023/2024,bio_baseline_composite,bio,
04/12/2023,2023/2024,emboss_baseline_score,total,0.042673611
04/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.25
04/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.29000000000000004
04/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.21875
04/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.040714286
04/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
04/12/2023,2023/2024,sleep_baseline_composite,sleep,
04/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.078125
04/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.73
04/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.09375
04/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.005555556
05/12/2023,2023/2024,bio_baseline_completeness,bio,0
05/12/2023,2023/2024,bio_baseline_composite,bio,
05/12/2023,2023/2024,emboss_baseline_score,total,-0.060555556
05/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
05/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
05/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
05/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
05/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
05/12/2023,2023/2024,sleep_baseline_composite,sleep,
05/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
05/12/2023,2023/2024,soreness_baseline_composite,soreness,0.095
05/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194
05/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.071111111
06/12/2023,2023/2024,bio_baseline_completeness,bio,0
06/12/2023,2023/2024,bio_baseline_composite,bio,
06/12/2023,2023/2024,emboss_baseline_score,total,
06/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
06/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
06/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
06/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
06/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
06/12/2023,2023/2024,sleep_baseline_composite,sleep,
06/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
06/12/2023,2023/2024,soreness_baseline_composite,soreness,
06/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
06/12/2023,2023/2024,subjective_baseline_composite,subjective,
07/12/2023,2023/2024,bio_baseline_completeness,bio,0
07/12/2023,2023/2024,bio_baseline_composite,bio,
07/12/2023,2023/2024,emboss_baseline_score,total,
07/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
07/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
07/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
07/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
07/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
07/12/2023,2023/2024,sleep_baseline_composite,sleep,
07/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
07/12/2023,2023/2024,soreness_baseline_composite,soreness,
07/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
07/12/2023,2023/2024,subjective_baseline_composite,subjective,
08/12/2023,2023/2024,bio_baseline_completeness,bio,0
08/12/2023,2023/2024,bio_baseline_composite,bio,
08/12/2023,2023/2024,emboss_baseline_score,total,-0.051410256
08/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.22580645161290322
08/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.225
08/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.1935483870967742
08/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.0575
08/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
08/12/2023,2023/2024,sleep_baseline_composite,sleep,
08/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
08/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.19
08/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
08/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.1425
09/12/2023,2023/2024,bio_baseline_completeness,bio,0
09/12/2023,2023/2024,bio_baseline_composite,bio,
09/12/2023,2023/2024,emboss_baseline_score,total,0.015833333333333335
09/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
09/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
09/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
09/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
09/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
09/12/2023,2023/2024,sleep_baseline_composite,sleep,
09/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
09/12/2023,2023/2024,soreness_baseline_composite,soreness,0.19
09/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.064516129
09/12/2023,2023/2024,subjective_baseline_composite,subjective,0
10/12/2023,2023/2024,bio_baseline_completeness,bio,0
10/12/2023,2023/2024,bio_baseline_composite,bio,
10/12/2023,2023/2024,emboss_baseline_score,total,
10/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
10/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
10/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
10/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
10/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
10/12/2023,2023/2024,sleep_baseline_composite,sleep,
10/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
10/12/2023,2023/2024,soreness_baseline_composite,soreness,
10/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
10/12/2023,2023/2024,subjective_baseline_composite,subjective,
11/12/2023,2023/2024,bio_baseline_completeness,bio,0
11/12/2023,2023/2024,bio_baseline_composite,bio,
11/12/2023,2023/2024,emboss_baseline_score,total,
11/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
11/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
11/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
11/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
11/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
11/12/2023,2023/2024,sleep_baseline_composite,sleep,
11/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
11/12/2023,2023/2024,soreness_baseline_composite,soreness,
11/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
11/12/2023,2023/2024,subjective_baseline_composite,subjective,
12/12/2023,2023/2024,bio_baseline_completeness,bio,0
12/12/2023,2023/2024,bio_baseline_composite,bio,
12/12/2023,2023/2024,emboss_baseline_score,total,0.079537037
12/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.1935483870967742
12/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.2308333333333333
12/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.1935483870967742
12/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.076666667
12/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
12/12/2023,2023/2024,sleep_baseline_composite,sleep,
12/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
12/12/2023,2023/2024,soreness_baseline_composite,soreness,
12/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753
12/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.1
13/12/2023,2023/2024,bio_baseline_completeness,bio,0
13/12/2023,2023/2024,bio_baseline_composite,bio,
13/12/2023,2023/2024,emboss_baseline_score,total,0.013571428571428571
13/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
13/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
13/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
13/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
13/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
13/12/2023,2023/2024,sleep_baseline_composite,sleep,
13/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
13/12/2023,2023/2024,soreness_baseline_composite,soreness,0.063333333
13/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
13/12/2023,2023/2024,subjective_baseline_composite,subjective,0
14/12/2023,2023/2024,bio_baseline_completeness,bio,0
14/12/2023,2023/2024,bio_baseline_composite,bio,
14/12/2023,2023/2024,emboss_baseline_score,total,0.076666667
14/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
14/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
14/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
14/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
14/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
14/12/2023,2023/2024,sleep_baseline_composite,sleep,
14/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.080645161
14/12/2023,2023/2024,soreness_baseline_composite,soreness,0.12666666666666668
14/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194
14/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1111111111111111
15/12/2023,2023/2024,bio_baseline_completeness,bio,0
15/12/2023,2023/2024,bio_baseline_composite,bio,
15/12/2023,2023/2024,emboss_baseline_score,total,-0.104090909
15/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
15/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
15/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
15/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
15/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
15/12/2023,2023/2024,sleep_baseline_composite,sleep,
15/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
15/12/2023,2023/2024,soreness_baseline_composite,soreness,0.19
15/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827956989247312
15/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.112727273
16/12/2023,2023/2024,bio_baseline_completeness,bio,0
16/12/2023,2023/2024,bio_baseline_composite,bio,
16/12/2023,2023/2024,emboss_baseline_score,total,
16/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
16/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
16/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
16/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
16/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
16/12/2023,2023/2024,sleep_baseline_composite,sleep,
16/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
16/12/2023,2023/2024,soreness_baseline_composite,soreness,
16/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
16/12/2023,2023/2024,subjective_baseline_composite,subjective,
17/12/2023,2023/2024,bio_baseline_completeness,bio,0
17/12/2023,2023/2024,bio_baseline_composite,bio,
17/12/2023,2023/2024,emboss_baseline_score,total,0.026805556
17/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.1935483870967742
17/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.024999999999999994
17/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
17/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
17/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.45161290322580644
17/12/2023,2023/2024,sleep_baseline_composite,sleep,0
17/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.11290322580645161
17/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.34
17/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.45161290322580644
17/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1445238095238095
18/12/2023,2023/2024,bio_baseline_completeness,bio,0
18/12/2023,2023/2024,bio_baseline_composite,bio,
18/12/2023,2023/2024,emboss_baseline_score,total,0.063560606
18/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
18/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
18/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
18/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
18/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.3548387096774194
18/12/2023,2023/2024,sleep_baseline_composite,sleep,0.18181818181818182
18/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.16129032258064516
18/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.296
18/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.3548387096774194
18/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1763636363636364
19/12/2023,2023/2024,bio_baseline_completeness,bio,0
19/12/2023,2023/2024,bio_baseline_composite,bio,
19/12/2023,2023/2024,emboss_baseline_score,total,
19/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
19/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
19/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
19/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
19/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
19/12/2023,2023/2024,sleep_baseline_composite,sleep,
19/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
19/12/2023,2023/2024,soreness_baseline_composite,soreness,
19/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
19/12/2023,2023/2024,subjective_baseline_composite,subjective,
20/12/2023,2023/2024,bio_baseline_completeness,bio,0
20/12/2023,2023/2024,bio_baseline_composite,bio,
20/12/2023,2023/2024,emboss_baseline_score,total,
20/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
20/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
20/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
20/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
20/12/2023,2023/2024,sleep_baseline_completeness,sleep,0
20/12/2023,2023/2024,sleep_baseline_composite,sleep,
20/12/2023,2023/2024,soreness_baseline_completeness,soreness,0
20/12/2023,2023/2024,soreness_baseline_composite,soreness,
20/12/2023,2023/2024,subjective_baseline_completeness,subjective,0
20/12/2023,2023/2024,subjective_baseline_composite,subjective,
21/12/2023,2023/2024,bio_baseline_completeness,bio,0
21/12/2023,2023/2024,bio_baseline_composite,bio,
21/12/2023,2023/2024,emboss_baseline_score,total,-0.028470679
21/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.13157894736842105
21/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.184
21/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.13157894736842105
21/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.061
21/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.4473684210526316
21/12/2023,2023/2024,sleep_baseline_composite,sleep,-0.003529412
21/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.25
21/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.807
21/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.4473684210526316
21/12/2023,2023/2024,subjective_baseline_composite,subjective,0.2752941176470589
22/12/2023,2023/2024,bio_baseline_completeness,bio,0
22/12/2023,2023/2024,bio_baseline_composite,bio,
22/12/2023,2023/2024,emboss_baseline_score,total,0.040472222
22/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
